2023-08-01,23023
2023-08-02,28838
2023-08-03,23664
2023-08-04,21481
2023-08-05,18761
2023-08-06,18351
2023-08-07,29800
2023-08-08,17380
2023-08-09,28507
2023-08-10,18349
2023-08-11,24339
2023-08-12,22530
2023-08-13,30480
2023-08-14,27155
2023-08-15,17281
2023-08-16,28939
2023-08-17,29289
2023-08-18,18460
2023-08-19,22061
2023-08-20,22347
2023-08-21,29745
2023-08-22,24438
2023-08-23,28827
2023-08-24,15610
2023-08-25,29426
2023-08-26,24459
2023-08-27,17911
2023-08-28,19205
2023-08-29,24444
2023-08-30,15764
2023-08-31,21675
2023-09-01,26543
2023-09-02,17910
2023-09-03,15007
2023-09-04,17955
2023-09-05,17376
2023-09-06,26856
2023-09-07,20034
2023-09-08,20845
2023-09-09,24239
2023-09-10,29271
2023-09-11,30157
2023-09-12,21115
2023-09-13,28464
2023-09-14,20300
2023-09-15,25456
2023-09-16,22967
2023-09-17,26775
2023-09-18,25258
2023-09-19,22698
2023-09-20,17598
2023-09-21,23459
2023-09-22,17722
2023-09-23,28989
2023-09-24,22443
2023-09-25,20890
2023-09-26,20284
2023-09-27,26608
2023-09-28,22520
2023-09-29,24018
2023-09-30,28414
2023-10-01,22553
